resume_text,job_description,match_score
"Qa Engineer with 4 years of experience. Proficient in junit, testing, pytest, selenium, cypress. Also skilled in quality assurance, api testing. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","QA Engineer position. Looking for 3+ years of experience. Required skills: api testing, cypress, automation, junit. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",78.78
"Frontend with 5 years of experience. Proficient in react, html, sass, typescript, angular. Also skilled in javascript, vue. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Frontend Developer position. Looking for 1+ years of experience. Required skills: typescript, vue, react, css, sass, javascript. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",82.61
"Software Engineer with 5 years of experience. Proficient in django, sql, python, javascript, node.js. Also skilled in git, react, spring, api, java. Built multiple projects and worked in startup environment. Strong teamwork skills.","Software Engineer position. Looking for 3+ years of experience. Required skills: react, spring, java, django, python, sql. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",90.71
"Software Engineer with 7 years of experience. Proficient in spring, javascript, java, node.js, django. Also skilled in api, react, python. Built multiple projects and worked in startup environment. Strong teamwork skills.","Software Engineer position. Looking for 6+ years of experience. Required skills: django, javascript, react, git, python, sql. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",72.29
"Software Engineer with 8 years of experience. Proficient in sql, node.js, api, django, spring. Also skilled in git, javascript, java. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Software Engineer position. Looking for 5+ years of experience. Required skills: node.js, git, api, django, python, sql. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",84.77
"Full Stack with 8 years of experience. Proficient in css, typescript, express, html, mongodb. Also skilled in rest api, node.js. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Full Stack Developer position. Looking for 2+ years of experience. Required skills: javascript, html, rest api, react, express, css, mongodb. Must have strong technical abilities. Remote work. Competitive salary and benefits.",79.27
"Software Engineer with 7 years of experience. Proficient in api, python, javascript, spring, react. Also skilled in node.js, java. Built multiple projects and worked in enterprise environment. Strong communication skills.","Software Engineer position. Looking for 3+ years of experience. Required skills: api, sql, django, javascript, react, node.js, git. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",70.74
"Backend with 7 years of experience. Proficient in mongodb, node.js, rest api, postgresql, redis. Also skilled in microservices, java, sql, python. Built multiple projects and worked in startup environment. Strong communication skills.","Backend Developer position. Looking for 6+ years of experience. Required skills: mongodb, node.js, sql, java, python, postgresql. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",91.12
"Devops with 8 years of experience. Proficient in terraform, ci/cd, aws, git, kubernetes. Also skilled in linux, jenkins, ansible, docker. Built multiple projects and worked in agile environment. Strong communication skills.","DevOps Engineer position. Looking for 4+ years of experience. Required skills: jenkins, aws, ci/cd, docker, ansible, kubernetes, terraform. Must have strong leadership abilities. Remote work. Competitive salary and benefits.",91.45
"Full Stack with 6 years of experience. Proficient in typescript, mongodb, rest api, javascript, html. Also skilled in css. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: rest api, html, css, mongodb, react. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",79.41
"Data Scientist with 4 years of experience. Proficient in pytorch, tensorflow, statistics, pandas, nlp. Also skilled in python, machine learning, deep learning, sql, numpy. Built multiple projects and worked in startup environment. Strong teamwork skills.","Data Scientist position. Looking for 4+ years of experience. Required skills: tensorflow, nlp, deep learning, python, numpy, statistics. Must have strong technical abilities. Remote work. Competitive salary and benefits.",89.88
"Devops with 6 years of experience. Proficient in git, jenkins, aws, ci/cd, ansible. Also skilled in kubernetes. Built multiple projects and worked in agile environment. Strong communication skills.","DevOps Engineer position. Looking for 4+ years of experience. Required skills: kubernetes, ci/cd, aws, linux, ansible, git, docker. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",76.45
"Data Scientist with 2 years of experience. Proficient in sql, python, tensorflow, nlp, statistics. Also skilled in deep learning, machine learning. Built multiple projects and worked in agile environment. Strong communication skills.","Data Scientist position. Looking for 6+ years of experience. Required skills: pandas, pytorch, nlp, tensorflow, python, statistics, machine learning. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",53.41
"Frontend with 4 years of experience. Proficient in webpack, css, javascript, html, angular. Also skilled in sass, react, typescript, vue. Built multiple projects and worked in agile environment. Strong communication skills.","Frontend Developer position. Looking for 3+ years of experience. Required skills: typescript, webpack, html, react, vue, angular. Must have strong technical abilities. Remote work. Competitive salary and benefits.",90.0
